divname,divrating,plusminus,season,teamid,teamname,type,year,observed_ratings
4/3 Div 2,1300.0,1.8,Fall,17315,TBD,Club,2005,1408.0
4/3 Div 2,1300.0,-8.5,Fall,17053,Them Apples,Club,2005,790.0
4/3 Div 3,900.0,-5.16666666667,Fall,17200,Discount Chumley,Club,2005,590.0
4/3 Div 3,900.0,-9.0,Fall,17073,Ground Chuck,Club,2005,360.0
4/3 Div 3,900.0,3.8,Fall,17059,Heavy Dew,Club,2005,1128.0
4/3 Div 3,900.0,3.66666666667,Fall,17063,Huckules,Club,2005,1120.0
4/3 Div 3,900.0,2.4,Fall,17064,Love Stack,Club,2005,1044.0
4/3 Div 3,900.0,3.6,Fall,17066,Wey-Hi,Club,2005,1116.0
Open Div 1,1300.0,-2.33333333333,Fall,17205,Comfort Zone,Club,2005,1160.0
Open Div 1,1300.0,3.14285714286,Fall,17116,CrossMoe,Club,2005,1488.57142857
Open Div 1,1300.0,-9.5,Fall,17112,Fenway United,Club,2005,730.0
Open Div 1,1300.0,4.5,Fall,17202,Red Snapper,Club,2005,1570.0
Open Div 1,1300.0,-1.6,Fall,17283,Spoonheads,Club,2005,1204.0
Open Div 1,1300.0,1.83333333333,Fall,17051,WiPPs All-Stars,Club,2005,1410.0
JP Coed,0.0,5.57142857143,Fall,17129,Slippery When Moose (11),Hat,2005,334.285714286
JP Coed,0.0,-4.57142857143,Fall,17130,Huck and Run (12),Hat,2005,-274.285714286
JP Coed,0.0,-4.28571428571,Fall,17131,Steal (13),Hat,2005,-257.142857143
JP Coed,0.0,3.14285714286,Fall,17132,Dirty White Lies (14),Hat,2005,188.571428572
JP Coed,0.0,-1.0,Fall,17133,Leadfoot Banana (15),Hat,2005,-60.0
JP Coed,0.0,1.14285714286,Fall,17134,Public Urination (16),Hat,2005,68.5714285716
JP Mixed (4/3),0.0,2.42857142857,Fall,17119,Walk the Yellow Line (1),Hat,2005,145.714285714
JP Mixed (4/3),0.0,4.85714285714,Fall,17120,Disc Under Influence (2),Hat,2005,291.428571428
JP Mixed (4/3),0.0,-1.14285714286,Fall,17121,Breaking and Centering (3),Hat,2005,-68.5714285716
JP Mixed (4/3),0.0,1.0,Fall,17122,No Truck Zone (4),Hat,2005,60.0
JP Mixed (4/3),0.0,-4.0,Fall,17124,106 Miles to Chicago (6),Hat,2005,-240.0
JP Mixed (4/3),0.0,-1.71428571429,Fall,17125,Flick it or ticket!!! (7),Hat,2005,-102.857142857
JP Mixed (4/3),0.0,-1.71428571429,Fall,17126,EZ Pass (8),Hat,2005,-102.857142857
JP Mixed (4/3),0.0,1.14285714286,Fall,17127,Improper Passing (9),Hat,2005,68.5714285716
JP Mixed (4/3),0.0,-4.0,Fall,17128,No Turn on Green (10),Hat,2005,-240.0
Lexington Coed (5/2) Weeknight,0.0,-9.5,Fall,17141,Comic Strips (23),Hat,2005,-570.0
Lexington Coed (5/2) Weeknight,0.0,-0.142857142857,Fall,17142,Slow Children (24),Hat,2005,-8.57142857142
Lexington Coed (5/2) Weeknight,0.0,4.83333333333,Fall,17143,Diving Under the Influence (25),Hat,2005,290.0
Lexington Coed (5/2) Weeknight,0.0,3.16666666667,Fall,17144,Pull The Huck Over! (26),Hat,2005,190.0
Lexington Coed (5/2) Weeknight,0.0,1.42857142857,Fall,17145,No turn on red (27),Hat,2005,85.7142857142
Lexington Coed (5/2) Weeknight,0.0,0.0,Fall,17146,Comic Strips 2 (28),Hat,2005,0.0
Waltham Coed,0.0,-5.16666666667,Fall,17135,Posession With Intent PWI (17),Hat,2005,-310.0
Waltham Coed,0.0,2.83333333333,Fall,17136,DiscWI (18),Hat,2005,170.0
Waltham Coed,0.0,3.83333333333,Fall,17137,You've Been Pink'd (19),Hat,2005,230.0
Waltham Coed,0.0,-0.666666666667,Fall,17138,Red Light Green Light (20),Hat,2005,-40.0
Waltham Coed,0.0,5.33333333333,Fall,17139,Reckless Diving (21),Hat,2005,320.0
Waltham Coed,0.0,-6.16666666667,Fall,17140,Check Feet (22),Hat,2005,-370.0
4/3 Div 1,1800.0,0.333333333333,Summer,14039,Bad-Egg,Club,2005,1820.0
4/3 Div 1,1800.0,-0.941176470588,Summer,14061,Blend,Club,2005,1743.52941176
4/3 Div 1,1800.0,-6.84615384615,Summer,14349,Davis Square Confederates,Club,2005,1389.23076923
4/3 Div 1,1800.0,-4.09523809524,Summer,13931,Force Huck,Club,2005,1554.28571429
4/3 Div 1,1800.0,2.82352941176,Summer,14015,JP House of Frisbee,Club,2005,1969.41176471
4/3 Div 1,1800.0,2.2,Summer,13933,Mr. Sparkle,Club,2005,1932.0
4/3 Div 1,1800.0,1.52631578947,Summer,13899,Ozone Pilots,Club,2005,1891.57894737
4/3 Div 1,1800.0,4.61111111111,Summer,14064,Polaroid,Club,2005,2076.66666667
4/3 Div 1,1800.0,3.3,Summer,13946,Reservoir Penguins,Club,2005,1998.0
4/3 Div 1,1800.0,1.14285714286,Summer,14045,"Swill, Mill, Grill",Club,2005,1868.57142857
4/3 Div 1,1800.0,3.5,Summer,13932,Swingers,Club,2005,2010.0
4/3 Div 2,1400.0,2.21428571429,Summer,15856,BBN,Club,2005,1532.85714286
4/3 Div 2,1400.0,-9.66666666667,Summer,14049,Civil Disc Obedience,Club,2005,820.0
4/3 Div 2,1400.0,-0.625,Summer,14176,Eastern Mass Youth Ultimate (EMU),Club,2005,1362.5
4/3 Div 2,1400.0,2.7,Summer,13922,GrassBurner,Club,2005,1562.0
4/3 Div 2,1400.0,-2.05882352941,Summer,13976,Rabbit Disc,Club,2005,1276.47058824
4/3 Div 2,1400.0,-0.722222222222,Summer,13764,Store Bought Dirt,Club,2005,1356.66666667
4/3 Div 2,1400.0,-6.0,Summer,15865,Trashee,Club,2005,1040.0
4/3 Div 2,1400.0,1.78571428571,Summer,14032,Tubbs,Club,2005,1507.14285714
4/3 Div 2,1400.0,-1.27272727273,Summer,13951,UCS Dartmouth,Club,2005,1323.63636364
4/3 Div 3,1000.0,-2.72727272727,Summer,13770,Ants,Club,2005,836.363636364
4/3 Div 3,1000.0,-1.28571428571,Summer,14036,Chumley,Club,2005,922.857142857
4/3 Div 3,1000.0,-3.125,Summer,13891,Love Stack,Club,2005,812.5
4/3 Div 3,1000.0,4.125,Summer,13991,X-Mojo,Club,2005,1247.5
5/2 Div 1,1700.0,2.90909090909,Summer,13918,Black and Blue,Club,2005,1874.54545455
5/2 Div 1,1700.0,7.58823529412,Summer,14050,cHOcolate,Club,2005,2155.29411765
5/2 Div 1,1700.0,0.705882352941,Summer,14033,DeadSpin,Club,2005,1742.35294118
5/2 Div 1,1700.0,1.0,Summer,14043,Elephantitus,Club,2005,1760.0
5/2 Div 1,1700.0,-1.22222222222,Summer,13924,Flying Squirrels,Club,2005,1626.66666667
5/2 Div 1,1700.0,-1.8125,Summer,13925,ho-plus,Club,2005,1591.25
5/2 Div 1,1700.0,0.952380952381,Summer,13956,Hucky McThrowandcatch,Club,2005,1757.14285714
5/2 Div 1,1700.0,4.54545454545,Summer,14002,Stonecutters,Club,2005,1972.72727273
5/2 Div 2,1300.0,2.36842105263,Summer,14042,Castaways,Club,2005,1442.10526316
5/2 Div 2,1300.0,1.625,Summer,14301,Demons,Club,2005,1397.5
5/2 Div 2,1300.0,1.41666666667,Summer,13768,DraGons,Club,2005,1385.0
5/2 Div 2,1300.0,-1.38461538462,Summer,13771,Flying Salsa,Club,2005,1216.92307692
5/2 Div 2,1300.0,-0.142857142857,Summer,13940,Get Flat Ultimate,Club,2005,1291.42857143
5/2 Div 2,1300.0,-1.91666666667,Summer,14099,Huckaneers,Club,2005,1185.0
5/2 Div 2,1300.0,4.2,Summer,14109,Nipmuc Alumni,Club,2005,1552.0
5/2 Div 2,1300.0,0.846153846154,Summer,13995,Plan 9,Club,2005,1350.76923077
5/2 Div 2,1300.0,-2.81818181818,Summer,13885,Skoosh,Club,2005,1130.90909091
5/2 Div 2,1300.0,0.52380952381,Summer,13755,Spam,Club,2005,1331.42857143
5/2 Div 2,1300.0,5.0,Summer,14365,Suckwagon,Club,2005,1600.0
5/2 Div 2,1300.0,4.6875,Summer,13938,Teenage Cavemen,Club,2005,1581.25
5/2 Div 2,1300.0,8.35714285714,Summer,14413,WHUF Big Fish,Club,2005,1801.42857143
5/2 Div 3,900.0,1.68421052632,Summer,13909,Baboon Heart,Club,2005,1001.05263158
5/2 Div 3,900.0,0.5,Summer,14288,Cornbread,Club,2005,930.0
5/2 Div 3,900.0,0.318181818182,Summer,14031,Crossroads,Club,2005,919.090909091
5/2 Div 3,900.0,-1.58333333333,Summer,13910,Dirty Phil,Club,2005,805.0
5/2 Div 3,900.0,-6.66666666667,Summer,14390,fighting amish,Club,2005,500.0
5/2 Div 3,900.0,-3.6,Summer,13947,fisc,Club,2005,684.0
5/2 Div 3,900.0,-0.933333333333,Summer,14052,Granite States Grass Stains,Club,2005,844.0
5/2 Div 3,900.0,-1.0,Summer,13930,Heavy Dew,Club,2005,840.0
5/2 Div 3,900.0,-1.07142857143,Summer,14000,Huckules,Club,2005,835.714285714
5/2 Div 3,900.0,-2.83333333333,Summer,13960,Hungry Hippos,Club,2005,730.0
5/2 Div 3,900.0,-2.85714285714,Summer,13958,Hustle and Flow,Club,2005,728.571428572
5/2 Div 3,900.0,-4.8,Summer,13993,JuJuHex,Club,2005,612.0
5/2 Div 3,900.0,-2.82352941176,Summer,13769,Killer Bees,Club,2005,730.588235294
5/2 Div 3,900.0,0.0,Summer,14010,MOB,Club,2005,900.0
5/2 Div 3,900.0,-5.5,Summer,13942,Porkbellies,Club,2005,570.0
5/2 Div 3,900.0,-1.875,Summer,14016,TBD,Club,2005,787.5
5/2 Div 3,900.0,2.13333333333,Summer,14051,Wey-Hi,Club,2005,1028.0
5/2 Div 4,800.0,-12.0,Summer,14025,170 Systems,Club,2005,80.0
5/2 Div 4,800.0,-11.2857142857,Summer,14313,LawDawgz,Club,2005,122.857142858
5/2 Div 4,800.0,-9.18181818182,Summer,13921,Spawning Alewives,Club,2005,249.090909091
5/2 Div 4,800.0,0.555555555556,Summer,13911,Toads,Club,2005,833.333333333
0.0,0.0,3.3125,Summer,13983,ASAP,Club,2005,198.75
0.0,0.0,6.625,Summer,13895,Drunken Clams,Club,2005,397.5
0.0,0.0,1.44444444444,Summer,14315,Masco Jayhawks,Club,2005,86.6666666664
0.0,0.0,-4.7,Summer,16223,Mid-Life Crisis,Club,2005,-282.0
0.0,0.0,-5.75,Summer,14038,Running Riot,Club,2005,-345.0
0.0,0.0,-0.375,Summer,13898,Shocker,Club,2005,-22.5
0.0,0.0,-5.23076923077,Summer,14059,Skunks,Club,2005,-313.846153846
0.0,0.0,3.57894736842,Summer,14436,SquidFace,Club,2005,214.736842105
0.0,0.0,-3.4,Summer,13969,The Lone Rangers,Club,2005,-204.0
0.0,0.0,2.09090909091,Summer,13945,There Is No Spoon,Club,2005,125.454545455
0.0,0.0,1.44444444444,Summer,13970,TuftsEmen,Club,2005,86.6666666664
0.0,0.0,-3.30434782609,Summer,13762,WiPPs,Club,2005,-198.260869565
Metro Coed,0.0,4.88888888889,Summer,16440,speed buggy (11),Hat,2005,293.333333333
Metro Coed,0.0,7.0,Summer,16441,Gumby (12),Hat,2005,420.0
Metro Coed,0.0,-2.33333333333,Summer,16442,Throwbots in Disguise (13),Hat,2005,-140.0
Metro Coed,0.0,-8.0,Summer,16443,TanFastic Fourteen (14),Hat,2005,-480.0
Metro Coed,0.0,1.57142857143,Summer,16444,GI Throw (15),Hat,2005,94.2857142858
Metro Coed,0.0,-0.888888888889,Summer,16445,HuckTales (16),Hat,2005,-53.3333333333
Metro Coed,0.0,3.625,Summer,16446,Scoober Doobies (17),Hat,2005,217.5
Metro Coed,0.0,1.0,Summer,16447,Chilly Willy (18),Hat,2005,60.0
Metro Coed,0.0,-3.22222222222,Summer,16448,Underdogs (19),Hat,2005,-193.333333333
Metro Coed,0.0,-2.0,Summer,16449,You Blockhead! (20),Hat,2005,-120.0
Metro Mixed (4/3),0.0,-0.222222222222,Summer,16430,Scoober Blue (1),Hat,2005,-13.3333333333
Metro Mixed (4/3),0.0,-1.55555555556,Summer,16431,Daffy Huck (2),Hat,2005,-93.3333333336
Metro Mixed (4/3),0.0,5.22222222222,Summer,16432,Hucky and Pullwinkle (3),Hat,2005,313.333333333
Metro Mixed (4/3),0.0,-5.75,Summer,16433,The Incredible Huck (4),Hat,2005,-345.0
Metro Mixed (4/3),0.0,0.444444444444,Summer,16434,meepmeep (5),Hat,2005,26.6666666666
Metro Mixed (4/3),0.0,-1.0,Summer,16435,The Flickstones (6),Hat,2005,-60.0
Metro Mixed (4/3),0.0,3.11111111111,Summer,16436,Thunder Cuts (7),Hat,2005,186.666666667
Metro Mixed (4/3),0.0,-1.44444444444,Summer,16437,Pushpass Le Pew (8),Hat,2005,-86.6666666664
Metro Mixed (4/3),0.0,2.875,Summer,16438,Scooby Stacks (9),Hat,2005,172.5
Metro Mixed (4/3),0.0,-2.57142857143,Summer,16439,Breakenmark Bears (10),Hat,2005,-154.285714286
Newton Coed,0.0,1.4,Summer,16450,Team Two One (21),Hat,2005,84.0
Newton Coed,0.0,-6.75,Summer,16451,Kickin' Odie (22),Hat,2005,-405.0
Newton Coed,0.0,-3.5,Summer,16452,Marvin's Flying Saucers (23),Hat,2005,-210.0
Newton Coed,0.0,6.8,Summer,16453,The Fantastic Forehands (24),Hat,2005,408.0
JP Coed,0.0,-4.5,Spring,13733,Death By Windshield (15),Hat,2005,-270.0
JP Coed,0.0,4.28571428571,Spring,13734,Huck Repellent (16),Hat,2005,257.142857143
JP Coed,0.0,3.0,Spring,13735,Spring Break Shark Attack (17),Hat,2005,180.0
JP Coed,0.0,-5.71428571429,Spring,13736,Bee Team (18),Hat,2005,-342.857142857
JP Coed,0.0,1.2,Spring,13737,TUFF (19),Hat,2005,72.0
JP Coed,0.0,2.66666666667,Spring,13738,Splat (20),Hat,2005,160.0
JP Mixed (4/3),0.0,0.6,Spring,13719,Lime Disease (1),Hat,2005,36.0
JP Mixed (4/3),0.0,1.5,Spring,13720,Two Legged Freaks (2),Hat,2005,90.0
JP Mixed (4/3),0.0,0.0,Spring,13721,Playing Mantis (3),Hat,2005,0.0
JP Mixed (4/3),0.0,3.16666666667,Spring,13722,Pollinators (4),Hat,2005,190.0
JP Mixed (4/3),0.0,-2.0,Spring,13723,Raid (5),Hat,2005,-120.0
JP Mixed (4/3),0.0,2.0,Spring,13724,Hammapedes (6),Hat,2005,120.0
JP Mixed (4/3),0.0,-3.83333333333,Spring,13725,MOTHRA (7),Hat,2005,-230.0
JP Mixed (4/3),0.0,-3.33333333333,Spring,13726,green hornets (8),Hat,2005,-200.0
JP Mixed (4/3),0.0,0.166666666667,Spring,13727,Jiminy Flickit (9),Hat,2005,10.0
JP Mixed (4/3),0.0,-0.285714285714,Spring,13728,Black Widow (10),Hat,2005,-17.1428571428
JP Mixed (4/3),0.0,6.28571428571,Spring,13729,DDT Dichlorodiphenyltrichloroeth (11),Hat,2005,377.142857143
JP Mixed (4/3),0.0,-6.16666666667,Spring,13730,Fighting Monarch Huckerflies (12),Hat,2005,-370.0
JP Mixed (4/3),0.0,-2.0,Spring,13731,Evil Weevils (13),Hat,2005,-120.0
JP Mixed (4/3),0.0,2.85714285714,Spring,13732,Bite Me (14),Hat,2005,171.428571428
Waltham Coed,0.0,3.6,Spring,13700,Barfly (21),Hat,2005,216.0
Waltham Coed,0.0,-7.8,Spring,13701,N Ndiethyl m toluamide DEET (22),Hat,2005,-468.0
Waltham Coed,0.0,-3.16666666667,Spring,13702,The Tick (23),Hat,2005,-190.0
Waltham Coed,0.0,8.5,Spring,13703,Pink Agent Jack Bauer Bug (24),Hat,2005,510.0
Waltham Coed,0.0,2.4,Spring,13704,Gang Green (25),Hat,2005,144.0
Waltham Coed,0.0,-3.6,Spring,13705,Windshield (26),Hat,2005,-216.0
Waltham Coed,0.0,1.66666666667,Spring,13706,Little Sisters (27),Hat,2005,100.0
Waltham Coed,0.0,-0.666666666667,Spring,13707,Exoskeletons in My Closet (28),Hat,2005,-40.0
Waltham Coed,0.0,-4.16666666667,Spring,13708,Super Fly (29),Hat,2005,-250.0
Waltham Coed,0.0,2.5,Spring,13709,Venus Fly Trap (30),Hat,2005,150.0
Waltham Coed,0.0,1.5,Spring,13711,Arachnothrobia (32),Hat,2005,90.0
0.0,0.0,-1.28571428571,Winter,13390,Dynosaurs (1),Hat,2005,-77.1428571426
0.0,0.0,4.16666666667,Winter,13391,Urban Achievers (2),Hat,2005,250.0
0.0,0.0,8.0,Winter,13393,Fairy Butch Dynasty (4),Hat,2005,480.0
0.0,0.0,-4.4,Winter,13394,The Plastic Curtain (5),Hat,2005,-264.0
0.0,0.0,-3.0,Winter,13395,Who shot JR (6),Hat,2005,-180.0
0.0,0.0,3.33333333333,Winter,13397,The Nasty (7),Hat,2005,200.0
0.0,0.0,-4.42857142857,Winter,13398,Tang Dynasty (8),Hat,2005,-265.714285714
0.0,0.0,5.85714285714,Winter,13401,Something Better (10),Hat,2005,351.428571428
JP Coed,0.0,-3.125,Fall,12866,Biggus Discus (1),Hat,2004,-187.5
JP Coed,0.0,2.625,Fall,12870,Acropolis Now (2),Hat,2004,157.5
JP Coed,0.0,0.714285714286,Fall,12873,Zeus' Pink Force (3),Hat,2004,42.8571428572
JP Coed,0.0,2.42857142857,Fall,12875,Red Sirens (4),Hat,2004,145.714285714
JP Coed,0.0,-6.85714285714,Fall,12880,Greeced Lightnin' (5),Hat,2004,-411.428571428
JP Coed,0.0,3.75,Fall,12883,Oedipull (6),Hat,2004,225.0
JP Coed,0.0,-1.0,Fall,12886,Point Blocklava (7),Hat,2004,-60.0
JP Coed,0.0,-1.25,Fall,12888,I 8 Hummus (8),Hat,2004,-75.0
JP Coed,0.0,5.375,Fall,12891,Huckules (9),Hat,2004,322.5
JP Coed,0.0,3.71428571429,Fall,12895,Achilles' Teal (10),Hat,2004,222.857142857
JP Coed,0.0,-7.83333333333,Fall,12898,Grapeleaves of Wrath (11),Hat,2004,-470.0
JP Coed,0.0,-3.375,Fall,12899,Grayest American Gyros (12),Hat,2004,-202.5
JP Coed,0.0,-2.71428571429,Fall,12904,No Phobos (13),Hat,2004,-162.857142857
JP Coed,0.0,5.125,Fall,12907,Trojan Force (14),Hat,2004,307.5
Lexington Open,0.0,-5.75,Fall,12910,Doping Scandal (15),Hat,2004,-345.0
Lexington Open,0.0,2.75,Fall,12916,Hahmer Time (16),Hat,2004,165.0
Lexington Open,0.0,-1.5,Fall,12918,Dropalotofdiskis (17),Hat,2004,-90.0
Lexington Open,0.0,7.875,Fall,12920,Trojans (18),Hat,2004,472.5
Lexington Open,0.0,-3.42857142857,Fall,12923,Achilles Heel (19),Hat,2004,-205.714285714
Lexington Open,0.0,-0.428571428571,Fall,12925,Opa! (20),Hat,2004,-25.7142857143
Waltham Open,0.0,6.0,Fall,12929,Bluezo (21),Hat,2004,360.0
Waltham Open,0.0,2.42857142857,Fall,12932,Grecian Formula 22 (22),Hat,2004,145.714285714
Waltham Open,0.0,-5.42857142857,Fall,12937,Clash of the TiTANS (23),Hat,2004,-325.714285714
Waltham Open,0.0,-5.0,Fall,12941,Bakladisc (24),Hat,2004,-300.0
Waltham Open,0.0,-0.375,Fall,12942,Seven Furies (25),Hat,2004,-22.5
Waltham Open,0.0,2.0,Fall,12945,Odisceus (26),Hat,2004,120.0
JP Coed,0.0,0.444444444444,Summer,12522,Precious Purple Pippins (7),Hat,2004,26.6666666666
JP Coed,0.0,7.3,Summer,12525,Throdo (8),Hat,2004,438.0
JP Coed,0.0,-5.88888888889,Summer,12530,Discwraiths (9),Hat,2004,-353.333333333
JP Coed,0.0,3.375,Summer,12534,The Elvish Impersonators (10),Hat,2004,202.5
JP Coed,0.0,-1.22222222222,Summer,12537,Second Breakfast (11),Hat,2004,-73.3333333332
JP Coed,0.0,0.222222222222,Summer,12541,Pickles the lost Hobbit (12),Hat,2004,13.3333333333
JP Coed,0.0,7.44444444444,Summer,12545,Mint Jelly (13),Hat,2004,446.666666666
JP Coed,0.0,-2.7,Summer,12547,The Fat Hobbit Throws (14),Hat,2004,-162.0
JP Coed,0.0,-4.77777777778,Summer,12553,Half Flings (15),Hat,2004,-286.666666667
JP Coed,0.0,-3.9,Summer,12557,The Fellowship of the Swing (16),Hat,2004,-234.0
Metro Open,0.0,1.0,Summer,12498,Sam and Frodo's Love Child (1),Hat,2004,60.0
Metro Open,0.0,3.42857142857,Summer,12504,Toss Me (2),Hat,2004,205.714285714
Metro Open,0.0,-9.14285714286,Summer,12507,Bill the Pony (3),Hat,2004,-548.571428572
Metro Open,0.0,1.25,Summer,12509,Force Mordor (4),Hat,2004,75.0
Metro Open,0.0,5.0,Summer,12514,The Blue Towers (5),Hat,2004,300.0
Metro Open,0.0,-2.14285714286,Summer,12519,Hucking Hobbits (6),Hat,2004,-128.571428572
Newton Open,0.0,-0.666666666667,Summer,12560,Kill Billbo 2 (17),Hat,2004,-40.0
Newton Open,0.0,1.33333333333,Summer,12566,Hucking Fobbits (18),Hat,2004,79.9999999998
Newton Open,0.0,2.42857142857,Summer,12575,Blue Nebulus (19),Hat,2004,145.714285714
Newton Open,0.0,-3.0,Summer,12579,Shire Weed (20),Hat,2004,-180.0
JP Coed,0.0,0.4,Spring,11642,Tractor Pull (1),Hat,2004,24.0
JP Coed,0.0,-1.0,Spring,11646,Why Don't We Get Drunk + Scoober (2),Hat,2004,-60.0
JP Coed,0.0,6.16666666667,Spring,11651,Hay! Stack! (3),Hat,2004,370.0
JP Coed,0.0,4.6,Spring,11656,Hammers and Hoes (4),Hat,2004,276.0
JP Coed,0.0,0.285714285714,Spring,11659,Dixie Flicks (5),Hat,2004,17.1428571428
JP Coed,0.0,-6.4,Spring,11664,Sweet Zone Alabama (6),Hat,2004,-384.0
JP Coed,0.0,-2.33333333333,Spring,11669,Bull (7),Hat,2004,-140.0
JP Coed,0.0,-2.33333333333,Spring,11671,Discs of Hazzard (8),Hat,2004,-140.0
JP Coed,0.0,9.0,Spring,11676,Buttanut Squash (9),Hat,2004,540.0
JP Coed,0.0,-3.57142857143,Spring,11681,Milking Swill (10),Hat,2004,-214.285714286
JP Coed,0.0,1.5,Spring,11684,End Zone Rangers (11),Hat,2004,90.0
JP Coed,0.0,-7.33333333333,Spring,11687,Shuckin Corn (12),Hat,2004,-440.0
JP Coed,0.0,5.0,Spring,11690,Dust My Crop (13),Hat,2004,300.0
JP Coed,0.0,-1.28571428571,Spring,11693,General Custard (14),Hat,2004,-77.1428571426
JP Coed,0.0,-0.666666666667,Spring,11695,Huckleberry Spin (15),Hat,2004,-40.0
JP Coed,0.0,-2.16666666667,Spring,11704,CleatUs (16),Hat,2004,-130.0
JP Coed,0.0,-7.83333333333,Spring,11708,Green Acres (17),Hat,2004,-470.0
JP Coed,0.0,5.83333333333,Spring,11712,Liederhodown (18),Hat,2004,350.0
JP Open,0.0,-6.66666666667,Spring,11715,Blue Meanies (19),Hat,2004,-400.0
JP Open,0.0,4.0,Spring,11722,Huckleberry Hounds (20),Hat,2004,240.0
JP Open,0.0,7.57142857143,Spring,11726,Lime Disease (21),Hat,2004,454.285714286
JP Open,0.0,-3.75,Spring,11732,Rednecks (22),Hat,2004,-225.0
JP Open,0.0,-5.5,Spring,11737,Hay (23),Hat,2004,-330.0
JP Open,0.0,1.57142857143,Spring,11744,Cheese Grits (24),Hat,2004,94.2857142858
Waltham Open,0.0,0.833333333333,Spring,11748,Slack Jawed Yokels (25),Hat,2004,50.0
Waltham Open,0.0,-3.85714285714,Spring,11752,Suthrn Fried Flickin w BBQ Sauce (26),Hat,2004,-231.428571428
Waltham Open,0.0,3.0,Spring,11753,Mud (27),Hat,2004,180.0
Waltham Open,0.0,1.8,Spring,11756,Chicken Fried Hayseeds (28),Hat,2004,108.0
Waltham Open,0.0,5.28571428571,Spring,11759,Darryl n' Darryl (29),Hat,2004,317.142857143
Waltham Open,0.0,-3.42857142857,Spring,11761,White Trash (30),Hat,2004,-205.714285714
Waltham Open,0.0,-5.28571428571,Spring,11765,Mutant Inchworms (31),Hat,2004,-317.142857143
Waltham Open,0.0,4.85714285714,Spring,11766,Blue Grass (32),Hat,2004,291.428571428
Waltham Open,0.0,8.16666666667,Spring,11770,Poncho Disco (33),Hat,2004,490.0
Waltham Open,0.0,3.66666666667,Spring,11772,Barn Burners (34),Hat,2004,220.0
Waltham Open,0.0,-1.42857142857,Spring,11776,Ring of Fire (35),Hat,2004,-85.7142857142
Waltham Open,0.0,-10.5,Spring,11778,Grey Goose (36),Hat,2004,-630.0
Waltham Open,0.0,-4.16666666667,Spring,11781,Achy Breaky HUCK (37),Hat,2004,-250.0
Waltham Open,0.0,1.71428571429,Spring,11785,Kissing Cousins (38),Hat,2004,102.857142857
0.0,0.0,-6.57142857143,Winter,11478,Hucking Chad (1),Hat,2004,-394.285714286
0.0,0.0,3.83333333333,Winter,11481,Dark Horse (2),Hat,2004,230.0
0.0,0.0,-1.0,Winter,11484,Discfuntion (3),Hat,2004,-60.0
0.0,0.0,2.28571428571,Winter,11488,Popular Vote (4),Hat,2004,137.142857143
0.0,0.0,-1.16666666667,Winter,11496,ABB (6),Hat,2004,-70.0000000002
0.0,0.0,1.85714285714,Winter,11499,Huck the Vote (7),Hat,2004,111.428571428
0.0,0.0,1.57142857143,Winter,11502,Black and Blue (8),Hat,2004,94.2857142858
JP Coed,0.0,0.333333333333,Fall,10985,In it for the Groupies (1),Hat,2003,20.0
JP Coed,0.0,-1.66666666667,Fall,10988,Extreme Ratt Poison (2),Hat,2003,-100.0
JP Coed,0.0,-4.71428571429,Fall,10993,Electric Mayhem (3),Hat,2003,-282.857142857
JP Coed,0.0,3.5,Fall,10996,Hoochie Blue (4),Hat,2003,210.0
JP Coed,0.0,5.83333333333,Fall,10997,East Coast Metal (5),Hat,2003,350.0
JP Coed,0.0,-5.0,Fall,10999,Throwing Muses (6),Hat,2003,-300.0
JP Coed,0.0,-3.16666666667,Fall,11002,Stairway to Seven (7),Hat,2003,-190.0
JP Coed,0.0,8.42857142857,Fall,11005,Flaming Lips (8),Hat,2003,505.714285714
JP Coed,0.0,3.28571428571,Fall,11006,Spruce Springsteen (9),Hat,2003,197.142857143
JP Coed,0.0,-6.85714285714,Fall,11010,The Violet Femmes (10),Hat,2003,-411.428571428
JP Open,0.0,2.16666666667,Fall,11012,Tangerine Sabbath (11),Hat,2003,130.0
JP Open,0.0,2.16666666667,Fall,11019,Chestnut Knees and Toes (12),Hat,2003,130.0
JP Open,0.0,3.28571428571,Fall,11024,Blue Acid Crue (13),Hat,2003,197.142857143
JP Open,0.0,-7.0,Fall,11028,Yellow Punks On Dope (14),Hat,2003,-420.0
Lexington Open,0.0,3.0,Fall,11033,Alice Scoober (15),Hat,2003,180.0
Lexington Open,0.0,1.4,Fall,11036,Sticky Fingers (16),Hat,2003,84.0
Lexington Open,0.0,1.28571428571,Fall,11037,Brown Eyed Hurl (17),Hat,2003,77.1428571426
Lexington Open,0.0,-5.5,Fall,11039,Ifihadahammer (18),Hat,2003,-330.0
Lexington Open,0.0,0.0,Fall,11041,The Force With No Name (19),Hat,2003,0.0
Lexington Open,0.0,-1.71428571429,Fall,11046,Flock of Huckers (20),Hat,2003,-102.857142857
Lexington Open,0.0,5.85714285714,Fall,11050,Axl Throse (21),Hat,2003,351.428571428
Lexington Open,0.0,-6.33333333333,Fall,11052,Deep Purple Rain Haze (22),Hat,2003,-380.0
Northwest Open,0.0,4.75,Fall,11054,Snot Nosed Punks (23),Hat,2003,285.0
Northwest Open,0.0,-4.125,Fall,11058,Mellow Yellow (24),Hat,2003,-247.5
Northwest Open,0.0,-1.75,Fall,11059,Green Day Slackers (25),Hat,2003,-105.0
