,divname,divrating,plusminus,season,teamid,teamname,type,year
1883,Waltham Coed,0.0,-8.33333333333,Fall,26436,Lead Paint Recall (33),Hat,2008
1884,Waltham Coed,0.0,6.83333333333,Fall,26437,Hottt Wheelz (34),Hat,2008
1885,Waltham Coed,0.0,1.2,Fall,26438,GI Flow (35),Hat,2008
1886,Waltham Coed,0.0,-1.16666666667,Fall,26439,Potato Heads (36),Hat,2008
1887,4/3 Div 1,1800.0,1.625,Summer,24724,BBN,Club,2008
1888,4/3 Div 1,1800.0,2.44444444444,Summer,24730,Capture The Dream,Club,2008
1889,4/3 Div 1,1800.0,-1.22222222222,Summer,24725,Eat Club,Club,2008
1890,4/3 Div 1,1800.0,5.8,Summer,24675,Elephantitus,Club,2008
1891,4/3 Div 1,1800.0,2.47368421053,Summer,24666,GrassBurner,Club,2008
1892,4/3 Div 1,1800.0,-1.71428571429,Summer,24689,Polaroid,Club,2008
1893,4/3 Div 1,1800.0,-2.66666666667,Summer,24714,Suckwagon,Club,2008
1894,4/3 Div 1,1800.0,-4.75,Summer,24772,"Swill, Mill, Grill",Club,2008
1895,4/3 Div 1,1800.0,1.1,Summer,24622,Swingers,Club,2008
1896,4/3 Div 1,1800.0,3.9375,Summer,24778,The Lemoneers,Club,2008
1897,4/3 Div 1,1800.0,-2.0,Summer,24889,Wuwu,Club,2008
1898,4/3 Div 2,1400.0,-2.5,Summer,24607,Baboon Heart,Club,2008
1899,4/3 Div 2,1400.0,0.0769230769231,Summer,24627,Double Run,Club,2008
1900,4/3 Div 2,1400.0,-1.4375,Summer,24632,Fetch,Club,2008
1901,4/3 Div 2,1400.0,0.0,Summer,24633,Flowchart,Club,2008
1902,4/3 Div 2,1400.0,1.95238095238,Summer,24638,Joy's House of Pancakes (JHOP),Club,2008
1903,4/3 Div 2,1400.0,-1.27777777778,Summer,24595,JP House of Frisbee,Club,2008
1904,4/3 Div 2,1400.0,2.23529411765,Summer,24701,"Live Poultry, Fresh Killed",Club,2008
1905,4/3 Div 2,1400.0,-4.16666666667,Summer,24931,Mid-Life Crisis,Club,2008
1906,4/3 Div 2,1400.0,2.92857142857,Summer,24674,Pen Fifteen Club,Club,2008
1907,4/3 Div 2,1400.0,4.28571428571,Summer,24610,Sketchy,Club,2008
1908,4/3 Div 2,1400.0,0.583333333333,Summer,24619,skoosh,Club,2008
1909,4/3 Div 2,1400.0,-0.142857142857,Summer,24565,Store Bought Dirt,Club,2008
1910,4/3 Div 2,1400.0,1.61111111111,Summer,24735,Tubbs,Club,2008
1911,4/3 Div 3,1000.0,-2.06666666667,Summer,24625,123 Frisbee,Club,2008
1912,4/3 Div 3,1000.0,-3.0,Summer,24711,Ants,Club,2008
1913,4/3 Div 3,1000.0,-6.3,Summer,24655,Deadliest Catch,Club,2008
1914,4/3 Div 3,1000.0,-0.428571428571,Summer,24602,Deciders,Club,2008
1915,4/3 Div 3,1000.0,-7.35714285714,Summer,24791,Huck Buddies,Club,2008
1916,4/3 Div 3,1000.0,-1.27272727273,Summer,24620,Stack To The Future,Club,2008
1917,5/2 Div 1,1700.0,-0.8,Summer,24937,B Nicks and the Flix,Club,2008
1918,5/2 Div 1,1700.0,4.66666666667,Summer,24824,Black & Blue,Club,2008
1919,5/2 Div 1,1700.0,0.9,Summer,24723,Hucky McThrowandcatch,Club,2008
1920,5/2 Div 1,1700.0,3.75,Summer,24718,Rise of the Vulcan Rainmakers,Club,2008
1921,5/2 Div 1,1700.0,5.07692307692,Summer,24764,Stonecutters,Club,2008
1922,5/2 Div 1,1700.0,-2.88888888889,Summer,24731,Teenage Cavemen,Club,2008
1923,5/2 Div 1,1700.0,0.142857142857,Summer,24741,Wey-Hi,Club,2008
1924,5/2 Div 2,1300.0,-7.33333333333,Summer,24814,Aunt Jomamas,Club,2008
1925,5/2 Div 2,1300.0,3.61538461538,Summer,24796,Demons,Club,2008
1926,5/2 Div 2,1300.0,0.571428571429,Summer,24771,Dogfish Head,Club,2008
1927,5/2 Div 2,1300.0,-0.25,Summer,24605,DraGons,Club,2008
1928,5/2 Div 2,1300.0,0.2,Summer,24640,Get Flat Ultimate,Club,2008
1929,5/2 Div 2,1300.0,1.1,Summer,24828,Globster,Club,2008
1930,5/2 Div 2,1300.0,1.76470588235,Summer,24616,Hustle and Flow,Club,2008
1931,5/2 Div 2,1300.0,0.2,Summer,24679,Killer Bees,Club,2008
1932,5/2 Div 2,1300.0,-1.5,Summer,24782,Nipmuc Alumni,Club,2008
1933,5/2 Div 2,1300.0,5.0625,Summer,24858,WHUF Elbow Benders,Club,2008
1934,5/2 Div 2,1300.0,0.0,Summer,24748,Woo Town Clan,Club,2008
1935,5/2 Div 2,1300.0,-6.3,Summer,24800,WWND,Club,2008
1936,5/2 Div 3,900.0,-7.13333333333,Summer,24734,athenaHUCK,Club,2008
1937,5/2 Div 3,900.0,-1.6875,Summer,24594,Flying Salsa,Club,2008
1938,5/2 Div 3,900.0,2.33333333333,Summer,24692,Granite State Grass Stains,Club,2008
1939,5/2 Div 3,900.0,-4.1,Summer,24613,Hammered,Club,2008
1940,5/2 Div 3,900.0,3.72222222222,Summer,24747,Huckaneers,Club,2008
1941,5/2 Div 3,900.0,-7.55555555556,Summer,24628,Huckleberry Flick,Club,2008
1942,5/2 Div 3,900.0,2.05263157895,Summer,24736,Hungry Hippos,Club,2008
1943,5/2 Div 3,900.0,-0.333333333333,Summer,24746,JuJuHex,Club,2008
1944,5/2 Div 3,900.0,0.454545454545,Summer,24786,M.O.B.,Club,2008
1945,5/2 Div 3,900.0,-1.0,Summer,24835,Merge,Club,2008
1946,5/2 Div 3,900.0,-2.86666666667,Summer,24639,Porkbellies,Club,2008
1947,5/2 Div 3,900.0,3.0,Summer,24788,Rabbit Disk,Club,2008
1948,5/2 Div 3,900.0,-3.57142857143,Summer,24603,Sofa King,Club,2008
1949,5/2 Div 3,900.0,4.2,Summer,24301,Spam,Club,2008
1950,5/2 Div 3,900.0,-5.57142857143,Summer,24650,Spawning Alewives,Club,2008
1951,5/2 Div 3,900.0,0.230769230769,Summer,24682,tbd,Club,2008
1952,5/2 Div 3,900.0,-0.833333333333,Summer,24915,The Castaways,Club,2008
1953,5/2 Div 3,900.0,5.14285714286,Summer,24592,Toads,Club,2008
1954,5/2 Div 3,900.0,-2.33333333333,Summer,24859,Ultimate Showdown,Club,2008
1955,Open Div 1,1400.0,-3.71428571429,Summer,24837,Bearstronauts,Club,2008
1956,Open Div 1,1400.0,-3.25,Summer,24597,Belmont Alumni,Club,2008
1957,Open Div 1,1400.0,4.11111111111,Summer,24600,Crossroads,Club,2008
1958,Open Div 1,1400.0,5.46666666667,Summer,24681,Drunken Clams,Club,2008
1959,Open Div 1,1400.0,3.16666666667,Summer,24617,Funnel Cake,Club,2008
1960,Open Div 1,1400.0,2.25,Summer,25991,Not Penny,Club,2008
1961,Open Div 1,1400.0,4.84615384615,Summer,24726,Savage Strike,Club,2008
1962,Open Div 1,1400.0,2.83333333333,Summer,24676,Sticky Hands,Club,2008
1963,Open Div 1,1400.0,4.5,Summer,24792,Tufts E-Men,Club,2008
1964,Open Div 2,1200.0,0.333333333333,Summer,24656,1412 Beacon,Club,2008
1965,Open Div 2,1200.0,2.92857142857,Summer,24768,Flying Jackalopes,Club,2008
1966,Open Div 2,1200.0,0.916666666667,Summer,24596,Gopher Steel,Club,2008
1967,Open Div 2,1200.0,-7.38461538462,Summer,24739,Jiggy wiv Mr Biggy,Club,2008
1968,Open Div 2,1200.0,-8.28571428571,Summer,24930,Milton Red Ravens,Club,2008
1969,Open Div 2,1200.0,-10.375,Summer,24779,The Racists,Club,2008
1970,Open Div 2,1200.0,-12.1111111111,Summer,24841,UML Ultimate,Club,2008
1971,Open Div 2,1200.0,-2.8,Summer,24593,WiPPs,Club,2008
1972,Metro Coed,0.0,7.0,Summer,25783,Discus Maximus (9),Hat,2008
1973,Metro Coed,0.0,1.4,Summer,25784,Blue Skies Beijing (10),Hat,2008
1974,Metro Coed,0.0,0.111111111111,Summer,25785,Free Tibet! (11),Hat,2008
1975,Metro Coed,0.0,-5.44444444444,Summer,25786,The Merlot Riders (12),Hat,2008
1976,Metro Coed,0.0,-6.0,Summer,25787,100 Metre Huck (13),Hat,2008
1977,Metro Coed,0.0,1.88888888889,Summer,25788,Lavender Javelin (14),Hat,2008
1978,Metro Coed,0.0,-1.85714285714,Summer,25789,Nameless Blue Torch (15),Hat,2008
1979,Metro Coed,0.0,3.57142857143,Summer,25790,Red Army (16),Hat,2008
1980,Metro Coed,0.0,0.125,Summer,25791,Brown Haze (17),Hat,2008
1981,Metro Coed,0.0,5.33333333333,Summer,25792,Cool Runnings (18),Hat,2008
1982,Metro Coed,0.0,-5.44444444444,Summer,25793,Disc Us (19),Hat,2008
1983,Metro Coed,0.0,-2.33333333333,Summer,25794,Red Ring Discus (20),Hat,2008
1984,Metro Coed,0.0,1.71428571429,Summer,25795,The Purple's Republic (21),Hat,2008
1985,Metro Coed,0.0,-1.25,Summer,25796,Huckules (22),Hat,2008
1986,Metro Coed,0.0,-3.71428571429,Summer,25797,Performance Enhancing Drunks (23),Hat,2008
1987,Metro Coed,0.0,4.85714285714,Summer,25798,Hibiscus Discus (24),Hat,2008
1988,Metro Mixed (4/3),0.0,-1.5,Summer,25775,Fool's Gold (1),Hat,2008
1989,Metro Mixed (4/3),0.0,3.11111111111,Summer,25776,Cool Huckings (2),Hat,2008
1990,Metro Mixed (4/3),0.0,0.2,Summer,25777,Synchronized Slinging (3),Hat,2008
1991,Metro Mixed (4/3),0.0,2.22222222222,Summer,25778,The Agony Of 30 Feet (4),Hat,2008
1992,Metro Mixed (4/3),0.0,2.42857142857,Summer,25779,One Disc One Dream (5),Hat,2008
1993,Metro Mixed (4/3),0.0,5.0,Summer,25780,Zeus (6),Hat,2008
1994,Metro Mixed (4/3),0.0,-2.125,Summer,25781,Performance Enhancing Hucks (7),Hat,2008
1995,Metro Mixed (4/3),0.0,-7.5,Summer,25782,The Great Leap Forward (8),Hat,2008
1996,Newton Coed,0.0,-2.0,Summer,25849,Torch (25),Hat,2008
1997,Newton Coed,0.0,4.42857142857,Summer,25850,Bluejing Disc (26),Hat,2008
1998,Newton Coed,0.0,-0.857142857143,Summer,25851,Frisnastics (27),Hat,2008
1999,Newton Coed,0.0,1.14285714286,Summer,25852,Great Stall of China (28),Hat,2008
2000,Newton Coed,0.0,-3.42857142857,Summer,25853,Tancakes (29),Hat,2008
2001,Newton Coed,0.0,0.714285714286,Summer,25854,Black Gold (30),Hat,2008
2002,JP Mixed (4/3),0.0,0.571428571429,Spring,24355,DiscThrow Inferno (1),Hat,2008
2003,JP Mixed (4/3),0.0,-0.666666666667,Spring,24356,Ballz (2),Hat,2008
2004,JP Mixed (4/3),0.0,6.33333333333,Spring,24357,Breakmark Boogie (3),Hat,2008
2005,JP Mixed (4/3),0.0,2.0,Spring,24358,Disco Blue is Ready to Boogaloo (4),Hat,2008
2006,JP Mixed (4/3),0.0,2.0,Spring,24359,Green Disco Machine (5),Hat,2008
2007,JP Mixed (4/3),0.0,-5.85714285714,Spring,24360,Bluegie Nights (6),Hat,2008
2008,JP Mixed (4/3),0.0,2.8,Spring,24361,Stayin' ALime (7),Hat,2008
2009,JP Mixed (4/3),0.0,0.857142857143,Spring,24362,Ultimate Deeeelite (8),Hat,2008
2010,JP Mixed (4/3),0.0,0.166666666667,Spring,24363,Dancin' in the Lane (9),Hat,2008
2011,JP Mixed (4/3),0.0,1.83333333333,Spring,24364,That's The Way We Huck It (10),Hat,2008
2012,JP Mixed (4/3),0.0,-6.0,Spring,24365,DiscHo Pimps (11),Hat,2008
2013,JP Mixed (4/3),0.0,-2.16666666667,Spring,24366,John Travelta (12),Hat,2008
2014,JP Mixed (4/3),0.0,0.714285714286,Spring,24367,Disco Poo (13),Hat,2008
2015,JP Mixed (4/3),0.0,-4.66666666667,Spring,24368,Disc Diggler (14),Hat,2008
2016,JP Mixed (4/3),0.0,0.0,Spring,24369,Love Hangover (15),Hat,2008
2017,JP Mixed (4/3),0.0,-0.8,Spring,24370,Huckadelic (16),Hat,2008
2018,JP Mixed (4/3),0.0,-4.71428571429,Spring,24371,FrisBeeGees (17),Hat,2008
2019,JP Mixed (4/3),0.0,-0.285714285714,Spring,24372,Fake Your Booty! (18),Hat,2008
2020,JP Mixed (4/3),0.0,4.83333333333,Spring,24373,Wednesday Night Fever (19),Hat,2008
2021,JP Mixed (4/3),0.0,5.5,Spring,24374,Purple Polyester (20),Hat,2008
2022,JP Mixed (4/3),0.0,3.83333333333,Spring,24375,Laying Alive (21),Hat,2008
2023,JP Mixed (4/3),0.0,2.0,Spring,24376,Late Nights White Lines (22),Hat,2008
2024,JP Mixed (4/3),0.0,-7.0,Spring,24377,The Hustle (23),Hat,2008
2025,JP Mixed (4/3),0.0,0.833333333333,Spring,24378,GoldMember (24),Hat,2008
2026,Waltham Coed,0.0,-0.142857142857,Spring,24379,Saturday Night Yellow Fever (25),Hat,2008
2027,Waltham Coed,0.0,-2.71428571429,Spring,24380,Disco Balls to the Wall (26),Hat,2008
2028,Waltham Coed,0.0,7.28571428571,Spring,24381,Rick James (27),Hat,2008
2029,Waltham Coed,0.0,1.28571428571,Spring,24382,Disco Demolition (28),Hat,2008
2030,Waltham Coed,0.0,2.66666666667,Spring,24383,DiscoTechs (29),Hat,2008
2031,Waltham Coed,0.0,-1.71428571429,Spring,24384,Leisure Suit Discfunction (30),Hat,2008
2032,Waltham Coed,0.0,-4.71428571429,Spring,24385,Swillage People (31),Hat,2008
2033,Waltham Coed,0.0,-1.14285714286,Spring,24386,Huggy Bear's Disciples (32),Hat,2008
2034,Waltham Coed,0.0,-1.14285714286,Spring,24387,Disco Stu (33),Hat,2008
2035,Waltham Coed,0.0,-1.57142857143,Spring,24388,Saturday Night Hammer (34),Hat,2008
2036,Waltham Coed,0.0,-6.16666666667,Spring,24389,Sunday Afternoon Fever (35),Hat,2008
2037,Waltham Coed,0.0,0.857142857143,Spring,24390,Turn the Disc Around (36),Hat,2008
2038,Waltham Coed,0.0,2.85714285714,Spring,24391,Disc o' Destruction (37),Hat,2008
2039,Waltham Coed,0.0,3.85714285714,Spring,24392,Staying Alime (38),Hat,2008
2040,0.0,0.0,-7.8,Winter,23860,Stall Count Dracula (1),Hat,2008
2041,0.0,0.0,-3.0,Winter,23861,Driller Killers (2),Hat,2008
2042,0.0,0.0,-6.0,Winter,23862,Skying of the Lambs (3),Hat,2008
2043,0.0,0.0,4.55555555556,Winter,23863,Texas Breakside Massacre (4),Hat,2008
2044,0.0,0.0,-2.66666666667,Winter,23864,Blair Disc Project (5),Hat,2008
2045,0.0,0.0,2.375,Winter,23865,Rocky Horror Disc Show (6),Hat,2008
2046,0.0,0.0,8.5,Winter,23866,28 Blades Later (7),Hat,2008
2047,0.0,0.0,1.28571428571,Winter,23867,Ammityville Hammer (8),Hat,2008
2048,0.0,0.0,-3.25,Winter,23868,Dawn of the D (9),Hat,2008
2049,0.0,0.0,0.125,Winter,23869,Soylent Green (10),Hat,2008
2050,4/3 Div 1,1700.0,1.14285714286,Fall,22953,Black Rhino,Club,2007
2051,4/3 Div 1,1700.0,0.0,Fall,23061,Burning River,Club,2007
2052,4/3 Div 1,1700.0,3.625,Fall,22899,GrassBurner Harvest,Club,2007
2053,4/3 Div 1,1700.0,1.0,Fall,23011,Porkchop,Club,2007
2054,4/3 Div 1,1700.0,0.666666666667,Fall,23012,The Animals,Club,2007
2055,4/3 Div 1,1700.0,-0.857142857143,Fall,22926,This is Just a Tribute,Club,2007
2056,4/3 Div 1,1700.0,1.0,Fall,22948,Topless Pillow Fight,Club,2007
2057,4/3 Div 1,1700.0,-2.85714285714,Fall,23040,Wey-Hi,Club,2007
2058,4/3 Div 1,1700.0,-2.85714285714,Fall,22967,Zippy,Club,2007
2059,4/3 Div 2,1300.0,3.0,Fall,22964,Lobster,Club,2007
2060,4/3 Div 2,1300.0,-0.714285714286,Fall,22952,skoosh,Club,2007
2061,4/3 Div 2,1300.0,4.42857142857,Fall,22905,Store Bought Dirt,Club,2007
2062,4/3 Div 3,900.0,-1.16666666667,Fall,22907,123 Frisbee,Club,2007
2063,4/3 Div 3,900.0,0.857142857143,Fall,23037,athenaHuck,Club,2007
2064,4/3 Div 3,900.0,2.57142857143,Fall,22958,Counting Coup,Club,2007
2065,4/3 Div 3,900.0,5.14285714286,Fall,22908,Deciders,Club,2007
2066,4/3 Div 3,900.0,-10.1428571429,Fall,23031,Deep Throw,Club,2007
2067,4/3 Div 3,900.0,-10.7142857143,Fall,22973,Saucony Lobsters,Club,2007
2068,4/3 Div 3,900.0,3.71428571429,Fall,22984,Stack to the Future,Club,2007
2069,4/3 Div 3,900.0,1.875,Fall,22915,Swirling Monkeys,Club,2007
2070,4/3 Div 3,900.0,-2.28571428571,Fall,22901,Toads,Club,2007
2071,4/3 Div 3,900.0,1.57142857143,Fall,23038,Transvestite Blowup Dolls,Club,2007
2072,Open Div 1,1300.0,-6.0,Fall,23098,Bullets,Club,2007
2073,Open Div 1,1300.0,7.25,Fall,22956,Groonies,Club,2007
2074,Open Div 1,1300.0,-1.14285714286,Fall,23033,Just the Tip,Club,2007
2075,Open Div 1,1300.0,-5.8,Fall,23046,One Icehouse Please,Club,2007
2076,Open Div 1,1300.0,4.25,Fall,23053,Red Snapper,Club,2007
2077,Open Div 1,1300.0,-5.5,Fall,22932,Savage Strike,Club,2007
2078,Open Div 1,1300.0,0.4,Fall,22949,Tron FC,Club,2007
2079,Open Div 1,1300.0,3.57142857143,Fall,22913,WiPPs All Stars,Club,2007
2080,Open Div 2,1100.0,-2.66666666667,Fall,23070,BUT-OMB,Club,2007
2081,Open Div 2,1100.0,1.66666666667,Fall,22930,Concrete Jungle,Club,2007
2082,Open Div 2,1100.0,-2.42857142857,Fall,23051,Dogfish Head,Club,2007
2083,Open Div 2,1100.0,-4.83333333333,Fall,23054,Excited 2 B Here,Club,2007
2084,Open Div 2,1100.0,2.28571428571,Fall,23082,Hungry Hippos,Club,2007
2085,JP Coed,0.0,7.0,Fall,23119,Serious Black (13),Hat,2007
2086,JP Coed,0.0,-1.42857142857,Fall,23120,Hucklepuffs (14),Hat,2007
2087,JP Coed,0.0,-2.57142857143,Fall,23121,Huckwarts School of Discraft (15),Hat,2007
2088,JP Coed,0.0,-6.57142857143,Fall,23122,Hotter than Potter (16),Hat,2007
2089,JP Coed,0.0,1.14285714286,Fall,23123,Sleight of Hand (17),Hat,2007
2090,JP Coed,0.0,-0.428571428571,Fall,23124,Mystic River (18),Hat,2007
2091,JP Coed,0.0,-0.857142857143,Fall,23125,Burning Phoenix (19),Hat,2007
2092,JP Coed,0.0,3.71428571429,Fall,23126,dragon poop (20),Hat,2007
2093,JP Mixed (4/3),0.0,4.85714285714,Fall,23107,Polyjuice Motion (1),Hat,2007
2094,JP Mixed (4/3),0.0,-1.85714285714,Fall,23108,Majic J (2),Hat,2007
2095,JP Mixed (4/3),0.0,0.428571428571,Fall,23109,Huck the Magic Dragon (3),Hat,2007
2096,JP Mixed (4/3),0.0,4.28571428571,Fall,23110,Beans (4),Hat,2007
2097,JP Mixed (4/3),0.0,0.714285714286,Fall,23111,8 Ball (5),Hat,2007
2098,JP Mixed (4/3),0.0,0.285714285714,Fall,23112,Harry Pothead n the Alchemistics (6),Hat,2007
2099,JP Mixed (4/3),0.0,-2.28571428571,Fall,23113,Mr Hankey (7),Hat,2007
2100,JP Mixed (4/3),0.0,-5.57142857143,Fall,23114,Abracadiscus (8),Hat,2007
2101,JP Mixed (4/3),0.0,-3.14285714286,Fall,23115,Butterbeer (9),Hat,2007
2102,JP Mixed (4/3),0.0,-4.71428571429,Fall,23116,Magic Hat (10),Hat,2007
2103,JP Mixed (4/3),0.0,1.28571428571,Fall,23117,Huck 'N Go Longbottom (11),Hat,2007
2104,JP Mixed (4/3),0.0,5.71428571429,Fall,23118,Trap Door (12),Hat,2007
2105,Lexington Coed (5/2) Weeknight,0.0,-5.71428571429,Fall,23127,Fumbledore (21),Hat,2007
2106,Lexington Coed (5/2) Weeknight,0.0,-3.28571428571,Fall,23128,Quiddisc (22),Hat,2007
2107,Lexington Coed (5/2) Weeknight,0.0,-0.857142857143,Fall,23129,Discworld (23),Hat,2007
2108,Lexington Coed (5/2) Weeknight,0.0,-3.0,Fall,23130,Swish and Flick (24),Hat,2007
2109,Lexington Coed (5/2) Weeknight,0.0,4.85714285714,Fall,23131,The Fizzing Whizbees (25),Hat,2007
2110,Lexington Coed (5/2) Weeknight,0.0,3.57142857143,Fall,23132,Number9 (26),Hat,2007
2111,Lexington Coed (5/2) Weeknight,0.0,-0.333333333333,Fall,23133,Half Blue Prince (27),Hat,2007
2112,Lexington Coed (5/2) Weeknight,0.0,4.28571428571,Fall,23134,Ridisculous (28),Hat,2007
2113,Waltham Coed,0.0,2.71428571429,Fall,23135,Fluffy (29),Hat,2007
2114,Waltham Coed,0.0,-2.83333333333,Fall,23136,Accio Disc (30),Hat,2007
2115,Waltham Coed,0.0,-4.57142857143,Fall,23137,Dumbledisc (31),Hat,2007
2116,Waltham Coed,0.0,-3.0,Fall,23138,Dark Marks (32),Hat,2007
2117,Waltham Coed,0.0,1.0,Fall,23139,Gryffindisc (33),Hat,2007
2118,Waltham Coed,0.0,8.71428571429,Fall,23140,Kiss of Death (34),Hat,2007
2119,Waltham Coed,0.0,-3.83333333333,Fall,23141,Disc Eaters (35),Hat,2007
2120,Waltham Coed,0.0,0.857142857143,Fall,23142,Team That Must Not Be Named (36),Hat,2007
2121,4/3 Div 1,1800.0,-2.9,Summer,20826,Bad Penguin,Club,2007
2122,4/3 Div 1,1800.0,2.3,Summer,20951,BBN,Club,2007
2123,4/3 Div 1,1800.0,0.538461538462,Summer,21136,Dodge Dump D Dive and Dodge,Club,2007
2124,4/3 Div 1,1800.0,7.25,Summer,21009,Elephantitus,Club,2007
2125,4/3 Div 1,1800.0,1.18181818182,Summer,20830,Ozone Pilots,Club,2007
2126,4/3 Div 1,1800.0,-0.538461538462,Summer,20937,Polaroid,Club,2007
2127,4/3 Div 1,1800.0,-2.11111111111,Summer,20947,"Swill, Mill, Grill",Club,2007
2128,4/3 Div 1,1800.0,3.88235294118,Summer,20868,Swingers,Club,2007
2129,4/3 Div 1,1800.0,0.6,Summer,20938,The Cheeseburger Walrus,Club,2007
2130,4/3 Div 2,1400.0,-6.35714285714,Summer,20906,Ants,Club,2007
2131,4/3 Div 2,1400.0,4.14285714286,Summer,21058,Capture the Dream,Club,2007
2132,4/3 Div 2,1400.0,2.33333333333,Summer,20855,Double Run,Club,2007
2133,4/3 Div 2,1400.0,0.647058823529,Summer,20625,Fetch,Club,2007
2134,4/3 Div 2,1400.0,2.64285714286,Summer,20813,GrassBurner,Club,2007
2135,4/3 Div 2,1400.0,-4.3125,Summer,21134,Heavy Dew,Club,2007
2136,4/3 Div 2,1400.0,-1.6,Summer,20839,JP House of Frisbee,Club,2007
2137,4/3 Div 2,1400.0,4.15,Summer,20901,Pen Fifteen Club,Club,2007
2138,4/3 Div 2,1400.0,-9.35,Summer,20807,Stack To The Future,Club,2007
2139,4/3 Div 2,1400.0,2.17391304348,Summer,20920,Store Bought Dirt,Club,2007
2140,4/3 Div 2,1400.0,0.75,Summer,20969,Suckwagon,Club,2007
2141,4/3 Div 3,1000.0,-4.4375,Summer,20630,123 Frisbee,Club,2007
2142,4/3 Div 3,1000.0,1.38888888889,Summer,20907,Baboon Heart,Club,2007
2143,4/3 Div 3,1000.0,-1.8,Summer,21072,Mid-Life Crisis,Club,2007
2144,4/3 Div 3,1000.0,2.55555555556,Summer,21018,skoosh,Club,2007
2145,4/3 Div 3,1000.0,-7.33333333333,Summer,20847,the Deciders,Club,2007
2146,5/2 Div 1,1700.0,2.3125,Summer,21000,Black and Blue,Club,2007
2147,5/2 Div 1,1700.0,-1.6,Summer,21097,Heffalumps,Club,2007
2148,5/2 Div 1,1700.0,3.1875,Summer,20990,Hucky McThrowandcatch,Club,2007
2149,5/2 Div 1,1700.0,3.26666666667,Summer,20965,Spock Em,Club,2007
2150,5/2 Div 1,1700.0,3.21428571429,Summer,20836,Stonecutters,Club,2007
2151,5/2 Div 1,1700.0,1.33333333333,Summer,20927,Teenage Cavemen,Club,2007
2152,5/2 Div 1,1700.0,4.26315789474,Summer,21012,The Lemoneers,Club,2007
2153,5/2 Div 1,1700.0,3.23529411765,Summer,20863,Wey-Hi,Club,2007
2154,5/2 Div 1,1700.0,0.0,Summer,21086,WHUF Whales,Club,2007
2155,5/2 Div 2,1300.0,2.16666666667,Summer,20944,Demons,Club,2007
2156,5/2 Div 2,1300.0,-3.73333333333,Summer,21013,Dogfish Head,Club,2007
2157,5/2 Div 2,1300.0,-0.823529411765,Summer,20819,DraGons,Club,2007
2158,5/2 Div 2,1300.0,-3.31578947368,Summer,20828,Get Flat Ultimate,Club,2007
2159,5/2 Div 2,1300.0,0.466666666667,Summer,21003,Globster,Club,2007
2160,5/2 Div 2,1300.0,-2.81818181818,Summer,20822,ho-plus,Club,2007
2161,5/2 Div 2,1300.0,-6.53846153846,Summer,20896,Huck Norris,Club,2007
2162,5/2 Div 2,1300.0,-0.888888888889,Summer,20862,nipmuc alumni,Club,2007
2163,5/2 Div 2,1300.0,3.70588235294,Summer,20977,Sketchy,Club,2007
2164,5/2 Div 2,1300.0,1.44444444444,Summer,20801,Spam,Club,2007
2165,5/2 Div 2,1300.0,0.555555555556,Summer,20945,Tubbs,Club,2007
2166,5/2 Div 3,900.0,-2.35294117647,Summer,20865,Castaways,Club,2007
2167,5/2 Div 3,900.0,-1.65,Summer,20616,Flying Salsa,Club,2007
2168,5/2 Div 3,900.0,4.07142857143,Summer,20845,Granite State Grass Stains,Club,2007
2169,5/2 Div 3,900.0,-0.923076923077,Summer,21205,Huckaneers,Club,2007
2170,5/2 Div 3,900.0,1.95454545455,Summer,20864,Killer Bees,Club,2007
2171,5/2 Div 3,900.0,1.75,Summer,21153,Merge,Club,2007
2172,5/2 Div 3,900.0,1.875,Summer,20832,MOB,Club,2007
2173,5/2 Div 3,900.0,-6.66666666667,Summer,20991,Porkbellies,Club,2007
2174,5/2 Div 3,900.0,3.64285714286,Summer,20983,Rabbit Disk,Club,2007
2175,5/2 Div 3,900.0,2.59090909091,Summer,21094,TBD,Club,2007
2176,5/2 Div 3,900.0,-0.888888888889,Summer,20619,Toads,Club,2007
2177,5/2 Div 3,900.0,-1.4,Summer,21049,Ultimate Showdown,Club,2007
2178,5/2 Div 4,800.0,-5.0,Summer,20824,175g Investment,Club,2007
2179,5/2 Div 4,800.0,-5.23076923077,Summer,20923,athenaHuck,Club,2007
2180,5/2 Div 4,800.0,-2.73913043478,Summer,20848,Hungry Hippos,Club,2007
2181,5/2 Div 4,800.0,-0.538461538462,Summer,20818,JuJu Hex,Club,2007
2182,5/2 Div 4,800.0,-2.3125,Summer,20805,Spawning Alewives,Club,2007
2183,Open Div 1,1400.0,7.25,Summer,20948,Aku,Club,2007
2184,Open Div 1,1400.0,3.63636363636,Summer,20811,Crossroads,Club,2007
2185,Open Div 1,1400.0,1.5,Summer,20799,Drunken Clams,Club,2007
2186,Open Div 1,1400.0,5.0,Summer,20952,F.U.G.,Club,2007
2187,Open Div 1,1400.0,-1.6,Summer,20840,Funnel Cake,Club,2007
2188,Open Div 1,1400.0,-0.642857142857,Summer,20829,Just the Tip,Club,2007
2189,Open Div 1,1400.0,4.28571428571,Summer,20794,Savage Strike,Club,2007
2190,Open Div 1,1400.0,-3.18181818182,Summer,20924,Tufts E-Men,Club,2007
2191,Open Div 2,1200.0,3.75,Summer,20898,Cinco de Sky-O,Club,2007
2192,Open Div 2,1200.0,-2.78571428571,Summer,20861,Cranberries,Club,2007
